institute_std,subscription_start_month,class_bundle_signature,class_count,learner_count,core_subject_count,bundle_confidence
Tust,2022-04,261,1,1,1,LOW
Tust,,259,1,1,1,LOW
Tutukpene Basic school,,257|316,2,1,2,LOW
Twafoman senior high scho,,258,1,1,1,LOW
Tweneboa Kodua SHS,,373,1,1,1,LOW
Tweneboa kodua,,262,1,1,1,LOW
Tweneboa kodua shs,,173|259|289|292,4,1,4,LOW
Tweneboa kodua shs,,259,1,1,1,LOW
Tweneboah koduah shs,2020-03,259,1,1,1,LOW
Twifo Praso Snr high,,289,1,1,1,LOW
Twifu Praso senior high s,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,1,4,LOW
Twifu Praso senior high s,2026-06,580,1,1,1,LOW
U.C.C,,259,1,1,1,LOW
U.E.W,,292,1,1,1,LOW
UCC,2020-03,255,1,1,1,LOW
UCC,2020-03,259,1,1,1,LOW
UCC,2020-04,25,1,1,1,LOW
UCC,2025-11,520,1,1,1,LOW
UCC,2026-06,580,1,1,1,LOW
UCC,,218|230|237|259|261|292|349|360|5|519,10,1,4,LOW
UCC,,225,1,1,1,LOW
UCC,,225|253|254,3,1,3,LOW
UCC,,237,1,1,1,LOW
UCC,,25,1,1,1,LOW
UCC,,253|258,2,1,2,LOW
UCC,,255,1,1,1,LOW
UCC,,255|316,2,1,2,LOW
UCC,,258|260,2,1,2,LOW
UCC,,258|261,2,1,2,LOW
UCC,,259,1,2,1,LOW
UCC,,25|259,2,1,2,LOW
UCC,,25|261|263|347,4,1,4,LOW
UCC,,262,1,2,1,LOW
UCC,,316,1,1,1,LOW
UCC,,322,1,1,1,LOW
UCC,,329,1,1,1,LOW
UCC,,373|580|594,3,1,3,LOW
UCC,,395,1,1,1,LOW
UCC,,582,1,1,1,LOW
UCC Junior High School,2020-03,253|256,2,1,2,LOW
UCOMS,2021-11,259,1,1,1,LOW
UDS,2020-03,260,1,1,1,LOW
UDS,2020-03,262,1,1,1,LOW
UDS,2021-11,352,1,1,1,LOW
UDS,,25,1,1,1,LOW
UDS,,259,1,1,1,LOW
UDS,,25|253|260|5,4,1,4,LOW
UDS,,262,1,1,1,LOW
UDS,,263|352,2,1,2,LOW
UDS,,267,1,1,1,LOW
UDS,,274,1,1,1,LOW
UDS,,326,1,1,1,LOW
UDS,,352,1,1,1,LOW
UDS,,440,1,1,1,LOW
UEE,2025-05,253|254|255|257|274,5,1,4,LOW
UEE,,224|267|352,3,1,3,LOW
UENR,2020-07,262,1,1,1,LOW
UENR,,259,1,2,1,LOW
UENR,,262,1,1,1,LOW
UEW,2021-08,433,1,1,1,LOW
UEW,,237,1,1,1,LOW
UEW,,253|261,2,1,2,LOW
UEW,,259,1,2,1,LOW
UEW,,25|265|409|411|433,5,1,4,LOW
UEW,,288,1,1,1,LOW
"UEW, Kumasi",,259,1,1,1,LOW
UG,2020-09,425,1,1,1,LOW
UG,2021-02,425,1,1,1,LOW
UG,2021-07,259|260,2,1,2,LOW
UG,,259,1,1,1,LOW
UG,,329|580,2,1,2,LOW
UG-legon,,225|25|262,3,1,3,LOW
UGBS,,253,1,1,1,LOW
UICT,,316,1,1,1,LOW
ULPGL,,519|565,2,1,2,LOW
UMaT,,443,1,1,1,LOW
UNCLE RICH SCHOOL,,259,1,1,1,LOW
UNIVERSITAS TERBUKA JAMBI,,258,1,1,1,LOW
UNKNOWN_UNMAPPED,2016-02,1|23,2,2,2,LOW
UNKNOWN_UNMAPPED,2016-04,24,1,6,1,LOW
UNKNOWN_UNMAPPED,2016-06,24,1,48,1,LOW
UNKNOWN_UNMAPPED,2016-09,70|71|72|73|74|75,6,1,4,LOW
UNKNOWN_UNMAPPED,2016-10,24|70,2,1,2,LOW
UNKNOWN_UNMAPPED,2016-10,24|70|71,3,3,3,LOW
UNKNOWN_UNMAPPED,2016-10,70,1,83,1,LOW
UNKNOWN_UNMAPPED,2016-10,70|71,2,2,2,LOW
UNKNOWN_UNMAPPED,2016-11,173,1,5,1,LOW
UNKNOWN_UNMAPPED,2016-11,70,1,4,1,LOW
UNKNOWN_UNMAPPED,2016-12,70,1,2,1,LOW
UNKNOWN_UNMAPPED,2017-02,24|70,2,94,2,LOW
UNKNOWN_UNMAPPED,2017-03,190|191|192|24|70|71|72|75,8,2,4,LOW
UNKNOWN_UNMAPPED,2017-03,197,1,1,1,LOW
UNKNOWN_UNMAPPED,2017-03,75,1,1,1,LOW
UNKNOWN_UNMAPPED,2017-04,70,1,1,1,LOW
UNKNOWN_UNMAPPED,2017-05,190|191|192|24|71|72|73|74|75,9,1,4,LOW
UNKNOWN_UNMAPPED,2017-08,191|70|75,3,1,3,LOW
UNKNOWN_UNMAPPED,2018-02,225,1,14,1,LOW
UNKNOWN_UNMAPPED,2018-03,225,1,1,1,LOW
UNKNOWN_UNMAPPED,2018-04,225,1,10,1,LOW
UNKNOWN_UNMAPPED,2018-07,268|269,2,1,2,LOW
UNKNOWN_UNMAPPED,2018-10,25,1,1,1,LOW
UNKNOWN_UNMAPPED,2018-12,321,1,2,1,LOW
UNKNOWN_UNMAPPED,2018-12,322,1,1,1,LOW
UNKNOWN_UNMAPPED,2019-01,225,1,13,1,LOW
UNKNOWN_UNMAPPED,2019-01,225|226,2,10,2,LOW
UNKNOWN_UNMAPPED,2019-01,226,1,9,1,LOW
UNKNOWN_UNMAPPED,2019-06,225|226,2,9,2,LOW
UNKNOWN_UNMAPPED,2019-06,225|226|25,3,1,3,LOW
UNKNOWN_UNMAPPED,2019-06,25,1,1,1,LOW
UNKNOWN_UNMAPPED,2019-08,25,1,1,1,LOW
UNKNOWN_UNMAPPED,2019-09,257|259,2,1,2,LOW
UNKNOWN_UNMAPPED,2019-09,345,1,1,1,LOW
UNKNOWN_UNMAPPED,2019-09,70,1,6,1,LOW
UNKNOWN_UNMAPPED,2019-10,253|255|256,3,1,3,LOW
UNKNOWN_UNMAPPED,2019-10,352,1,2,1,LOW
UNKNOWN_UNMAPPED,2019-11,351,1,1,1,LOW
UNKNOWN_UNMAPPED,2019-11,352,1,18,1,LOW
UNKNOWN_UNMAPPED,2020-01,225,1,3,1,LOW
UNKNOWN_UNMAPPED,2020-01,253|255|256|273,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-01,259,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-01,339,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-01,352,1,5,1,LOW
UNKNOWN_UNMAPPED,2020-01,372,1,3,1,LOW
UNKNOWN_UNMAPPED,2020-01,374,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-01,374|380|381|383|386,5,1,4,LOW
UNKNOWN_UNMAPPED,2020-01,381,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-02,25,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-02,254,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-02,259|344|345,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-02,262,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-02,263,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-02,343,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-02,343|345,2,3,2,LOW
UNKNOWN_UNMAPPED,2020-02,345,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-02,352,1,6,1,LOW
UNKNOWN_UNMAPPED,2020-03,253,1,5,1,LOW
UNKNOWN_UNMAPPED,2020-03,253|254|255|256|257|273|274,7,1,4,LOW
UNKNOWN_UNMAPPED,2020-03,253|255|273,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-03,253|256,2,2,2,LOW
UNKNOWN_UNMAPPED,2020-03,253|256|262|373,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-03,253|259,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,255,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-03,255|259|353,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-03,255|262,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,256,1,3,1,LOW
UNKNOWN_UNMAPPED,2020-03,256|259|262,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-03,258,1,12,1,LOW
UNKNOWN_UNMAPPED,2020-03,258|259,2,5,2,LOW
UNKNOWN_UNMAPPED,2020-03,258|259|260|261|262|263|329,7,2,4,LOW
UNKNOWN_UNMAPPED,2020-03,258|259|260|261|262|291,6,1,4,LOW
UNKNOWN_UNMAPPED,2020-03,258|259|260|263,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-03,258|259|261|262|329,5,1,4,LOW
UNKNOWN_UNMAPPED,2020-03,258|259|261|263,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-03,258|259|262,3,2,3,LOW
UNKNOWN_UNMAPPED,2020-03,258|259|262|263|329,5,1,4,LOW
UNKNOWN_UNMAPPED,2020-03,258|259|329,3,2,3,LOW
UNKNOWN_UNMAPPED,2020-03,258|262,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,258|262|329,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-03,258|263,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,258|329,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,258|373,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,259,1,24,1,LOW
UNKNOWN_UNMAPPED,2020-03,259|260|261|262|271|289|373,7,1,4,LOW
UNKNOWN_UNMAPPED,2020-03,259|261,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,259|261|262,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-03,259|262,2,6,2,LOW
UNKNOWN_UNMAPPED,2020-03,259|262|263|329,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-03,259|262|289,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-03,259|262|289|373,4,2,4,LOW
UNKNOWN_UNMAPPED,2020-03,259|263,2,2,2,LOW
UNKNOWN_UNMAPPED,2020-03,259|289,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,259|329,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,259|373,2,2,2,LOW
UNKNOWN_UNMAPPED,2020-03,261,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-03,261|262|289,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-03,261|352,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,262,1,13,1,LOW
UNKNOWN_UNMAPPED,2020-03,262|271,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,262|327|329,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-03,263,1,4,1,LOW
UNKNOWN_UNMAPPED,2020-03,271,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-03,273,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-03,289,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-03,329,1,8,1,LOW
UNKNOWN_UNMAPPED,2020-03,343|345,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,343|361,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-03,352,1,5,1,LOW
UNKNOWN_UNMAPPED,2020-03,353,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-03,361,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-03,373,1,3,1,LOW
UNKNOWN_UNMAPPED,2020-03,378,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-04,253|254|255|256,4,2,4,LOW
UNKNOWN_UNMAPPED,2020-04,253|254|255|256|257|273|274,7,2,4,LOW
UNKNOWN_UNMAPPED,2020-04,253|254|255|256|257|273|274|353,8,3,4,LOW
UNKNOWN_UNMAPPED,2020-04,253|254|256,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-04,253|255|256|259|260|261|262|373,8,1,4,LOW
UNKNOWN_UNMAPPED,2020-04,253|256,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-04,254|256|257,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-04,255,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-04,256,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-04,256|258,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-04,256|258|259|262|263|329|352,7,1,4,LOW
UNKNOWN_UNMAPPED,2020-04,258,1,5,1,LOW
UNKNOWN_UNMAPPED,2020-04,258|259,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-04,258|259|261|262|263|329,6,1,4,LOW
UNKNOWN_UNMAPPED,2020-04,258|259|262|329,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-04,258|329,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-04,258|373,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-04,259,1,22,1,LOW
UNKNOWN_UNMAPPED,2020-04,259|260|261|262|271|291,6,1,4,LOW
UNKNOWN_UNMAPPED,2020-04,259|260|262,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-04,259|260|263|329,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-04,259|261,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-04,259|261|262,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-04,259|261|262|271|291,5,1,4,LOW
UNKNOWN_UNMAPPED,2020-04,259|262,2,5,2,LOW
UNKNOWN_UNMAPPED,2020-04,259|262|263|329,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-04,259|263|329,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-04,259|329,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-04,260|262,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-04,261,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-04,262,1,14,1,LOW
UNKNOWN_UNMAPPED,2020-04,263,1,3,1,LOW
UNKNOWN_UNMAPPED,2020-04,327,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-04,329,1,6,1,LOW
UNKNOWN_UNMAPPED,2020-04,352,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-04,373,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-04,373|395,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-04,374|380|402,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-04,380,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-04,395,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-04,397,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-04,402,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-05,25,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-05,253|254|255|256|257|272|273|274|353|354,10,1,4,LOW
UNKNOWN_UNMAPPED,2020-05,257,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-05,258,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-05,258|259|260|261|262|263|271|288|289|329|373,11,1,4,LOW
UNKNOWN_UNMAPPED,2020-05,258|262|329,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-05,259,1,5,1,LOW
UNKNOWN_UNMAPPED,2020-05,260,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-05,261,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-05,262,1,3,1,LOW
UNKNOWN_UNMAPPED,2020-05,263,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-05,346|347|350,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-05,352,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-05,352|391,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-05,373,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-05,391,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-05,391|397,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-05,397,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-05,70,1,6,1,LOW
UNKNOWN_UNMAPPED,2020-06,253,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-06,258,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-06,258|259|260|261|262|373,6,1,4,LOW
UNKNOWN_UNMAPPED,2020-06,259,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-06,329,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-06,352,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-06,391,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-06,395,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-06,397,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-06,404,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-07,225,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-07,253|256|259|262,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-07,253|258|259|360|395,5,1,4,LOW
UNKNOWN_UNMAPPED,2020-07,258,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-07,258|262|288|373,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-07,258|263|329,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-07,263,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-07,343|344|345|346,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-07,352,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-07,375,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-07,391,1,3,1,LOW
UNKNOWN_UNMAPPED,2020-07,396,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-07,397,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-08,225,1,3,1,LOW
UNKNOWN_UNMAPPED,2020-08,259,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-08,260,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-08,340,1,3,1,LOW
UNKNOWN_UNMAPPED,2020-08,343|344|345|346,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-08,352,1,20,1,LOW
UNKNOWN_UNMAPPED,2020-08,352|391,2,4,2,LOW
UNKNOWN_UNMAPPED,2020-08,375,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-08,375|376|378|379,4,1,4,LOW
UNKNOWN_UNMAPPED,2020-08,391,1,43,1,LOW
UNKNOWN_UNMAPPED,2020-09,25,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-09,259,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-09,352,1,96,1,LOW
UNKNOWN_UNMAPPED,2020-09,353,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-09,425,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-10,260,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-10,339,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-10,352,1,22,1,LOW
UNKNOWN_UNMAPPED,2020-10,375,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-11,343,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-12,258,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-12,259|260|261,3,1,3,LOW
UNKNOWN_UNMAPPED,2020-12,345,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-12,352,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-12,352|425,2,1,2,LOW
UNKNOWN_UNMAPPED,2020-12,375,1,2,1,LOW
UNKNOWN_UNMAPPED,2020-12,392,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-12,397,1,1,1,LOW
UNKNOWN_UNMAPPED,2020-12,425,1,8,1,LOW
UNKNOWN_UNMAPPED,2020-12,70,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-01,258,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-01,258|259|260|261|262|327|329,7,1,4,LOW
UNKNOWN_UNMAPPED,2021-01,258|260|327,3,1,3,LOW
UNKNOWN_UNMAPPED,2021-01,259|329,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-01,340,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-01,352,1,4,1,LOW
UNKNOWN_UNMAPPED,2021-01,375,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-02,259|262,2,2,2,LOW
UNKNOWN_UNMAPPED,2021-02,352,1,104,1,LOW
UNKNOWN_UNMAPPED,2021-02,352|391,2,39,2,LOW
UNKNOWN_UNMAPPED,2021-02,375,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-02,379,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-02,391,1,23,1,LOW
UNKNOWN_UNMAPPED,2021-02,397,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-02,425,1,10,1,LOW
UNKNOWN_UNMAPPED,2021-03,254,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-03,259,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-03,329,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-03,352,1,17,1,LOW
UNKNOWN_UNMAPPED,2021-03,352|391,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-03,378,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-03,391,1,2,1,LOW
UNKNOWN_UNMAPPED,2021-04,259,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-04,259|271|289,3,1,3,LOW
UNKNOWN_UNMAPPED,2021-04,259|373,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-04,261,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-04,352,1,2,1,LOW
UNKNOWN_UNMAPPED,2021-04,375|379,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-04,391,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-05,253,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-05,258,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-05,271,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-05,375,1,2,1,LOW
UNKNOWN_UNMAPPED,2021-06,253,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-06,253|254|255|256,4,1,4,LOW
UNKNOWN_UNMAPPED,2021-06,259|260|263|329,4,1,4,LOW
UNKNOWN_UNMAPPED,2021-06,271,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-06,352,1,9,1,LOW
UNKNOWN_UNMAPPED,2021-06,378,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-06,391,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-07,253,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-07,253|254|255,3,1,3,LOW
UNKNOWN_UNMAPPED,2021-07,253|254|255|256,4,3,4,LOW
UNKNOWN_UNMAPPED,2021-07,253|254|255|256|257|273|274,7,1,4,LOW
UNKNOWN_UNMAPPED,2021-07,253|255,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-07,253|255|261|340|352,5,1,4,LOW
UNKNOWN_UNMAPPED,2021-07,254|256,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-07,259,1,3,1,LOW
UNKNOWN_UNMAPPED,2021-07,259|260,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-07,259|260|261|262,4,1,4,LOW
UNKNOWN_UNMAPPED,2021-07,260,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-07,262,1,3,1,LOW
UNKNOWN_UNMAPPED,2021-07,352,1,2,1,LOW
UNKNOWN_UNMAPPED,2021-07,70,1,3,1,LOW
UNKNOWN_UNMAPPED,2021-08,261|395,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-08,262,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-08,352,1,4,1,LOW
UNKNOWN_UNMAPPED,2021-09,352,1,2,1,LOW
UNKNOWN_UNMAPPED,2021-09,352|391,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-10,254|255,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-10,352,1,2,1,LOW
UNKNOWN_UNMAPPED,2021-10,375,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-10,391,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-11,352,1,3,1,LOW
UNKNOWN_UNMAPPED,2021-11,375,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-11,379,1,1,1,LOW
UNKNOWN_UNMAPPED,2021-12,258|259,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-12,259|260|261|262,4,1,4,LOW
UNKNOWN_UNMAPPED,2021-12,352|396,2,1,2,LOW
UNKNOWN_UNMAPPED,2021-12,70,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-01,253,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-02,352|375|379|390|391|392,6,1,4,LOW
UNKNOWN_UNMAPPED,2022-02,442,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-03,259,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-03,339,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-03,392,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-04,253|254|256|274,4,1,4,LOW
UNKNOWN_UNMAPPED,2022-04,253|255|256,3,2,3,LOW
UNKNOWN_UNMAPPED,2022-04,255,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-04,255|256|257,3,1,3,LOW
UNKNOWN_UNMAPPED,2022-04,257,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-04,262,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-05,258|259|260|261|262|329,6,1,4,LOW
UNKNOWN_UNMAPPED,2022-05,352,1,3,1,LOW
UNKNOWN_UNMAPPED,2022-06,259,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-06,346,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-06,352,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-06,441,1,2,1,LOW
UNKNOWN_UNMAPPED,2022-07,253|254|255|256|257|273|274|353,8,1,4,LOW
UNKNOWN_UNMAPPED,2022-07,254,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-07,255,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-07,352,1,2,1,LOW
UNKNOWN_UNMAPPED,2022-08,254,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-08,289,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-08,291,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-09,352,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-09,375,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-09,391,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-10,253|254|255|256|258|259|260|262|263|271|274|288|329|373|395,15,1,4,LOW
UNKNOWN_UNMAPPED,2022-10,253|254|256,3,1,3,LOW
UNKNOWN_UNMAPPED,2022-10,258|259,2,1,2,LOW
UNKNOWN_UNMAPPED,2022-10,352,1,2,1,LOW
UNKNOWN_UNMAPPED,2022-10,352|391,2,1,2,LOW
UNKNOWN_UNMAPPED,2022-10,391,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-11,254,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-11,261,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-11,352,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-12,339,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-12,352,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-12,390,1,1,1,LOW
UNKNOWN_UNMAPPED,2022-12,70,1,85,1,LOW
UNKNOWN_UNMAPPED,2023-01,253|274,2,1,2,LOW
UNKNOWN_UNMAPPED,2023-01,256,1,1,1,LOW
UNKNOWN_UNMAPPED,2023-01,351,1,1,1,LOW
UNKNOWN_UNMAPPED,2023-01,352,1,1,1,LOW
UNKNOWN_UNMAPPED,2023-02,253|255|256|257|258|259|260|262|263|271|273|274|288|291|329|343|344|345|346|353|354|373|395|426|535,25,1,4,LOW
UNKNOWN_UNMAPPED,2023-02,256|274,2,1,2,LOW
UNKNOWN_UNMAPPED,2023-02,351,1,1,1,LOW
UNKNOWN_UNMAPPED,2023-03,257,1,1,1,LOW
UNKNOWN_UNMAPPED,2023-03,352,1,4,1,LOW
UNKNOWN_UNMAPPED,2023-04,343,1,1,1,LOW
UNKNOWN_UNMAPPED,2023-04,344,1,1,1,LOW
