institute_std,learner_count,active_learner_count,class_count,attempt_count,avg_cas_proxy_score_pct,ready_subject_count,at_risk_subject_count,missing_institute_excluded_count,evidence_level,dq_warning_count
nursing training college Sefwi waiwso,1,1,1,3,63.2,0,0,0,LOW,3
nzema male rural bank,1,1,1,1,97.34,1,0,0,VERY_LOW,0
oak city international college,1,2,1,1,84.0,1,0,0,VERY_LOW,0
odasco,1,1,1,1,25.71,0,1,0,VERY_LOW,1
odorgonno senior high,4,1,4,4,51.5,1,2,0,VERY_LOW,3
odupongkehe Rural Bank,1,1,1,2,94.67,1,0,0,VERY_LOW,1
odupongkpehe,1,1,1,1,65.34,0,0,0,VERY_LOW,0
odupongkpehe rural bank,1,1,1,2,92.0,1,0,0,VERY_LOW,1
odupongkpehe rural bank plc,1,1,1,2,94.66,1,0,0,VERY_LOW,2
offinso community bank plc,2,2,1,2,92.0,1,0,0,VERY_LOW,1
ola sen high,1,1,1,1,45.81,0,1,0,VERY_LOW,1
opoku ware,3,2,3,3,72.0,2,0,0,VERY_LOW,2
opoku ware school,5,4,4,6,83.3325,4,0,0,VERY_LOW,1
osei TuTu Senior High School,2,1,2,2,45.925,0,1,0,VERY_LOW,2
owass,2,2,2,2,80.0,1,0,0,VERY_LOW,2
pantang,2,1,2,2,43.2,0,1,0,VERY_LOW,2
pantang nmtc,1,1,1,1,60.0,0,0,0,VERY_LOW,1
paris saclay,2,1,2,2,32.075,0,2,0,VERY_LOW,2
presbyterian boys secondary school,1,1,1,1,82.4,1,0,0,VERY_LOW,1
right now,1,1,1,1,52.0,0,1,0,VERY_LOW,1
sarhad college of Arts Commerce and science,1,1,1,1,52.0,0,1,0,VERY_LOW,1
school,6,5,4,6,58.35,1,2,0,VERY_LOW,6
science,3,2,3,3,52.11333333333334,1,2,0,VERY_LOW,3
secondary,4,6,1,4,37.7,0,1,0,LOW,4
secondary institution,2,1,2,2,58.2,0,1,0,VERY_LOW,2
secondary school,7,3,6,9,55.72,1,2,0,VERY_LOW,9
sefwi Wiawso nursing school,1,1,1,4,52.87,0,1,0,LOW,4
sefwi Wiawso nursing training college,1,1,1,1,49.34,0,1,0,VERY_LOW,1
sefwi nursing school,1,1,1,2,74.7,1,0,0,VERY_LOW,0
sefwi waiwso nursing training,1,1,1,2,93.0,1,0,0,VERY_LOW,2
sefwi wiawso,1,1,1,1,42.4,0,1,0,VERY_LOW,1
sefwi wiawso college of nursing,1,1,1,3,70.0,1,0,0,LOW,3
sefwi wiawso nursing,1,1,1,3,58.58,0,0,0,LOW,2
senior,1,1,1,1,46.0,0,1,0,VERY_LOW,1
senior high,3,4,3,3,73.11333333333333,2,1,0,VERY_LOW,3
senior high School,1,1,1,1,44.0,0,1,0,VERY_LOW,1
senior high school,12,16,6,14,54.288333333333334,1,4,0,VERY_LOW,14
serwaa nyarko girls,1,1,1,1,37.05,0,1,0,VERY_LOW,1
sha,1,1,1,1,62.79,0,0,0,VERY_LOW,1
shs,31,30,8,34,61.08,2,3,0,LOW,34
skans,1,1,1,1,52.0,0,1,0,VERY_LOW,1
st. Augustine,1,1,1,1,42.4,0,1,0,VERY_LOW,1
st. Paul's senior high school,1,1,1,1,56.0,0,0,0,VERY_LOW,0
st.andrews jhs,1,1,1,1,44.0,0,1,0,VERY_LOW,1
star life,1,1,1,1,87.2,1,0,0,VERY_LOW,1
starlife,3,3,2,3,65.2,1,0,0,VERY_LOW,3
starlife Assurance Company,1,1,1,2,44.0,0,1,0,VERY_LOW,1
starlife assurance,1,2,1,1,93.6,1,0,0,VERY_LOW,0
starlife insurance,1,1,1,1,80.8,1,0,0,VERY_LOW,0
starlife insurance company,1,1,1,2,74.4,1,0,0,VERY_LOW,1
student,13,13,6,18,63.10833333333333,3,2,0,LOW,18
student's,3,1,3,3,50.0,0,3,0,VERY_LOW,3
students,5,1,5,12,80.338,4,0,0,VERY_LOW,12
studying,1,1,1,1,38.66,0,1,0,VERY_LOW,1
success,2,1,2,3,57.6,1,1,0,VERY_LOW,3
suhum senior high technical school,1,1,1,1,46.0,0,1,0,VERY_LOW,1
sunyark ventures,1,1,1,1,44.0,0,1,0,VERY_LOW,1
the Lord's star int. school,2,1,2,2,40.0,0,2,0,VERY_LOW,2
tusk,3,2,3,3,70.74,2,1,0,VERY_LOW,3
tusk foundation,6,3,6,6,80.145,4,0,0,VERY_LOW,5
uHAS,1,1,1,2,61.2,0,0,0,VERY_LOW,1
ucc,2,2,2,2,68.0,1,1,0,VERY_LOW,2
uhas,1,1,1,1,48.8,0,1,0,VERY_LOW,0
unilag,1,1,1,1,24.8,0,1,0,VERY_LOW,1
university,1,1,1,1,61.6,0,0,0,VERY_LOW,1
university of Djibouti,2,1,2,2,42.3,0,2,0,VERY_LOW,2
university of education winneba,5,1,5,8,77.13,3,1,0,VERY_LOW,8
university of gh,6,1,6,17,81.20333333333333,5,0,0,VERY_LOW,17
university of health and Allied sciences,1,1,1,1,73.34,1,0,0,VERY_LOW,0
university of health and allied sciences,2,2,2,2,56.73,1,1,0,VERY_LOW,0
university of phoenix,5,3,4,5,41.5925,0,4,0,VERY_LOW,5
university of professional studies Accra,1,1,1,1,100.0,1,0,0,VERY_LOW,1
upper east,1,1,1,1,23.2,0,1,0,VERY_LOW,1
v,1,1,1,1,94.66,1,0,0,VERY_LOW,0
valley view,2,1,2,3,64.53,0,0,0,VERY_LOW,1
victoria college,1,1,1,1,21.6,0,1,0,VERY_LOW,1
visual art 3,1,1,1,1,28.0,0,1,0,VERY_LOW,1
visual arts,1,1,1,1,56.0,0,0,0,VERY_LOW,1
vvu,2,2,1,6,69.96,0,0,0,LOW,6
wa municipal,1,1,1,1,46.66,0,1,0,VERY_LOW,1
yes,1,1,1,1,22.05,0,1,0,VERY_LOW,1
zeepay,4,4,1,4,82.67,1,0,0,VERY_LOW,4
