institute_norm,institute_standardized,institute_std_method,institute_std_source
kyunghee university graduate school,Kyunghee University Graduate School,normalized_only,normalized_only
gij,Gij,normalized_only,normalized_only
nkwatia presby,Nkwatia Presby,normalized_only,normalized_only
mcl,Mcl,normalized_only,normalized_only
anlo senior high,Anlo Senior High,normalized_only,normalized_only
ifag nantes,Ifag Nantes,normalized_only,normalized_only
emig,Emig,normalized_only,normalized_only
kmtc,Kmtc,normalized_only,normalized_only
ekumfi ti ahmadiyya,Ekumfi Ti Ahmadiyya,normalized_only,normalized_only
great amass,Great Amass,normalized_only,normalized_only
10302004,10302004,normalized_only,normalized_only
j h s 3,J H S 3,normalized_only,normalized_only
peki senior high,Peki Senior High,normalized_only,normalized_only
santa ana college,Santa Ana College,normalized_only,normalized_only
the university of southern maine,The University Of Southern Maine,normalized_only,normalized_only
cosenza,Cosenza,normalized_only,normalized_only
student of attaffuah,Student Of Attaffuah,normalized_only,normalized_only
hhhfhhj,Hhhfhhj,normalized_only,normalized_only
mothercare school,Mothercare School,normalized_only,normalized_only
pittsburgh technical college,Pittsburgh Technical College,normalized_only,normalized_only
livingstone,Livingstone,normalized_only,normalized_only
dayspring montessori scho,Dayspring Montessori Scho,normalized_only,normalized_only
presbyterian secondary boys school legon,Presbyterian Secondary Boys School Legon,normalized_only,normalized_only
accra technical training centre,Accra Technical Training Centre,normalized_only,normalized_only
kumasi academy shs,Kumasi Academy Shs,normalized_only,normalized_only
christian methodist shs,Christian Methodist Shs,normalized_only,normalized_only
national,National,normalized_only,normalized_only
ghana secondary technical,Ghana Secondary Technical,normalized_only,normalized_only
suhum secondary technical,Suhum Secondary Technical,normalized_only,normalized_only
nmtc pantpang,Nmtc Pantpang,normalized_only,normalized_only
ebenezer mission academy,Ebenezer Mission Academy,normalized_only,normalized_only
bevill state community college,Bevill State Community College,normalized_only,normalized_only
greenfield schools,Greenfield Schools,normalized_only,normalized_only
kpando technical institut,Kpando Technical Institut,normalized_only,normalized_only
supertech ghana,Supertech Ghana,normalized_only,normalized_only
s1 manajemen,S1 Manajemen,normalized_only,normalized_only
liberty,Liberty,normalized_only,normalized_only
unr,Unr,normalized_only,normalized_only
forces secondary,Forces Secondary,normalized_only,normalized_only
st dominc s,St Dominc S,normalized_only,normalized_only
oyoko methodist senior hi,Oyoko Methodist Senior Hi,normalized_only,normalized_only
annchelle int,Annchelle Int,normalized_only,normalized_only
member baru,Member Baru,normalized_only,normalized_only
mepp,Mepp,normalized_only,normalized_only
morning star international high school,Morning Star International High School,normalized_only,normalized_only
okuapemman senior high sc,Okuapemman Senior High Sc,normalized_only,normalized_only
senart,Senart,normalized_only,normalized_only
university of phoenix online,University Of Phoenix Online,normalized_only,normalized_only
sekolah tinggi teknologi industri dan farmasi bogor,Sekolah Tinggi Teknologi Industri Dan Farmasi Bogor,normalized_only,normalized_only
mpoho s h s,Mpoho S H S,normalized_only,normalized_only
agogo state colleges,Agogo State Colleges,normalized_only,normalized_only
scnmtc,Scnmtc,normalized_only,normalized_only
london university,London University,normalized_only,normalized_only
govt college of technology,Govt College Of Technology,normalized_only,normalized_only
london royals,London Royals,normalized_only,normalized_only
st mary s seminary lolobi,St Mary S Seminary Lolobi,normalized_only,normalized_only
aiti,Aiti,normalized_only,normalized_only
ashongmanestate accra,Ashongmanestate Accra,normalized_only,normalized_only
apedwa presby senior high,Apedwa Presby Senior High,normalized_only,normalized_only
university of benin,University Of Benin,normalized_only,normalized_only
lakemary highschool,Lakemary Highschool,normalized_only,normalized_only
st paul s senior high,St Paul S Senior High,normalized_only,normalized_only
polytech paris saclay,Polytech Paris Saclay,normalized_only,normalized_only
great zimbabwe universit,Great Zimbabwe Universit,normalized_only,normalized_only
makrosec,Makrosec,normalized_only,normalized_only
ghana shs tamale,Ghana Shs Tamale,normalized_only,normalized_only
stie ieu upaweda,Stie Ieu Upaweda,normalized_only,normalized_only
agona sda,Agona Sda,normalized_only,normalized_only
mount mary college of education,Mount Mary College Of Education,normalized_only,normalized_only
eziama nursing and midwifery college,Eziama Nursing And Midwifery College,normalized_only,normalized_only
oregon state university,Oregon State University,normalized_only,normalized_only
dma,Dma,normalized_only,normalized_only
christian methodist s h s,Christian Methodist S H S,normalized_only,normalized_only
tantra hills,Tantra Hills,normalized_only,normalized_only
collage of music senior high,Collage Of Music Senior High,normalized_only,normalized_only
asamankese senior high school,Asamankese Senior High School,normalized_only,normalized_only
sewass,Sewass,normalized_only,normalized_only
khoyang,Khoyang,normalized_only,normalized_only
nashville state community college,Nashville State Community College,normalized_only,normalized_only
obuasi senior high school,Obuasi Senior High School,normalized_only,normalized_only
uniben,Uniben,normalized_only,normalized_only
rose,Rose,normalized_only,normalized_only
suza,Suza,normalized_only,normalized_only
cungbugdae,Cungbugdae,normalized_only,normalized_only
st peters senior high sch,St Peters Senior High Sch,normalized_only,normalized_only
prem,Prem,normalized_only,normalized_only
ancilla,Ancilla,normalized_only,normalized_only
achimota secondary school,Achimota Secondary School,normalized_only,normalized_only
islamic senior high schoo,Islamic Senior High Schoo,normalized_only,normalized_only
indian trails middle school seminole county fl,Indian Trails Middle School Seminole County Fl,normalized_only,normalized_only
amaniampong shs,Amaniampong Shs,normalized_only,normalized_only
stikes kesdam iv diponegoro,Stikes Kesdam Iv Diponegoro,normalized_only,normalized_only
uee,Uee,normalized_only,normalized_only
peki senior high school,Peki Senior High School,normalized_only,normalized_only
forces senior high tech s,Forces Senior High Tech S,normalized_only,normalized_only
ofori panin shs,Ofori Panin Shs,normalized_only,normalized_only
okess,Okess,normalized_only,normalized_only
northern virginia community college,Northern Virginia Community College,normalized_only,normalized_only
kabul university,Kabul University,normalized_only,normalized_only
chartered institute of ma,Chartered Institute Of Ma,normalized_only,normalized_only
keta senior high technical school,Keta Senior High Technical School,normalized_only,normalized_only
the lord s international school,The Lord S International School,normalized_only,normalized_only
rtp international,Rtp International,normalized_only,normalized_only
2020,2020,normalized_only,normalized_only
completed,Completed,normalized_only,normalized_only
st mary s senior high sch,St Mary S Senior High Sch,normalized_only,normalized_only
amasaman senior high technical school,Amasaman Senior High Technical School,normalized_only,normalized_only
i u t senart fontainebleau,I U T Senart Fontainebleau,normalized_only,normalized_only
pentecost university college,Pentecost University College,normalized_only,normalized_only
post graduate govt college for girls sector11 chd,Post Graduate Govt College For Girls Sector11 Chd,normalized_only,normalized_only
augusco,st augustines college,manual_map,fuzzy_confirmed
fulton public library,Fulton Public Library,normalized_only,normalized_only
global accelerex ghana ltd,global accelerex,manual_map,fuzzy_confirmed
concordia,Concordia,normalized_only,normalized_only
psyc,Psyc,normalized_only,normalized_only
chipata trades institute,Chipata Trades Institute,normalized_only,normalized_only
rockies international sch,Rockies International Sch,normalized_only,normalized_only
oguaa senior senior high,Oguaa Senior Senior High,normalized_only,normalized_only
ot shs,Ot Shs,normalized_only,normalized_only
kpando senior high school,Kpando Senior High School,normalized_only,normalized_only
mount sinai secondary school,Mount Sinai Secondary School,normalized_only,normalized_only
t i ahmadiyya senior high school,T I Ahmadiyya Senior High School,normalized_only,normalized_only
st hubert minor seminary,St Hubert Minor Seminary,normalized_only,normalized_only
j e atta mills shs,J E Atta Mills Shs,normalized_only,normalized_only
kotech,Kotech,normalized_only,normalized_only
ybf,Ybf,normalized_only,normalized_only
cma tourcoing,Cma Tourcoing,normalized_only,normalized_only
ecampus ustboniface,Ecampus Ustboniface,normalized_only,normalized_only
watech,Watech,normalized_only,normalized_only
social advance institute,Social Advance Institute,normalized_only,normalized_only
cva,Cva,normalized_only,normalized_only
senior high student,Senior High Student,normalized_only,normalized_only
multi media institute of ghana,Multi Media Institute Of Ghana,normalized_only,normalized_only
college of health asafo,College Of Health Asafo,normalized_only,normalized_only
pank business college,Pank Business College,normalized_only,normalized_only
kenyatta university,Kenyatta University,normalized_only,normalized_only
hunivass,Hunivass,normalized_only,normalized_only
telecom paris,Telecom Paris,normalized_only,normalized_only
all nations university college,All Nations University College,normalized_only,normalized_only
university of louisville,University Of Louisville,normalized_only,normalized_only
ebenezer senior high school,Ebenezer Senior High School,normalized_only,normalized_only
wesley grammar shs,Wesley Grammar Shs,normalized_only,normalized_only
idea college,Idea College,normalized_only,normalized_only
ogbojo gas,Ogbojo Gas,normalized_only,normalized_only
shield international school,Shield International School,normalized_only,normalized_only
ecampus unicaen de normandie,Ecampus Unicaen De Normandie,normalized_only,normalized_only
senior high schop,Senior High Schop,normalized_only,normalized_only
ashongman estate,Ashongman Estate,normalized_only,normalized_only
kibi senior high technica,Kibi Senior High Technica,normalized_only,normalized_only
maranatha senior high,Maranatha Senior High,normalized_only,normalized_only
noverate,Noverate,normalized_only,normalized_only
saraswatischools,Saraswatischools,normalized_only,normalized_only
university of southern maine,University Of Southern Maine,normalized_only,normalized_only
ngleshie amanfro shs,Ngleshie Amanfro Shs,normalized_only,normalized_only
utc,Utc,normalized_only,normalized_only
hohoe ep senior high,Hohoe Ep Senior High,normalized_only,normalized_only
attafuah senior high technical school,Attafuah Senior High Technical School,normalized_only,normalized_only
kade shts,Kade Shts,normalized_only,normalized_only
bakatsir methodist jhs,Bakatsir Methodist Jhs,normalized_only,normalized_only
oriflame,Oriflame,normalized_only,normalized_only
education sevice,Education Sevice,normalized_only,normalized_only
st martins snr high school,St Martins Snr High School,normalized_only,normalized_only
yaa asantewaah girls,Yaa Asantewaah Girls,normalized_only,normalized_only
