institute_norm,institute_standardized,institute_std_method,institute_std_source
eastern hills montessori,Eastern Hills Montessori,normalized_only,normalized_only
bokass,Bokass,normalized_only,normalized_only
c g d i,C G D I,normalized_only,normalized_only
kidzee,Kidzee,normalized_only,normalized_only
universiteca practice shs,Universiteca Practice Shs,normalized_only,normalized_only
starfield,Starfield,normalized_only,normalized_only
r c,R C,normalized_only,normalized_only
bolgatanga girls senior h,Bolgatanga Girls Senior H,normalized_only,normalized_only
wisdom international school,Wisdom International School,normalized_only,normalized_only
burma,Burma,normalized_only,normalized_only
kdc,Kdc,normalized_only,normalized_only
gagish,Gagish,normalized_only,normalized_only
amss,Amss,normalized_only,normalized_only
sfm,Sfm,normalized_only,normalized_only
armed forces,Armed Forces,normalized_only,normalized_only
st francis senior high technical,St Francis Senior High Technical,normalized_only,normalized_only
wisconsin international,Wisconsin International,normalized_only,normalized_only
ascentcollege,Ascentcollege,normalized_only,normalized_only
dzodze,Dzodze,normalized_only,normalized_only
paramus catholic high school,Paramus Catholic High School,normalized_only,normalized_only
okuapeman senior high,Okuapeman Senior High,normalized_only,normalized_only
nursing training sefwi wiawso,Nursing Training Sefwi Wiawso,normalized_only,normalized_only
atimpoku,Atimpoku,normalized_only,normalized_only
presbyterian nursing and,Presbyterian Nursing And,normalized_only,normalized_only
dallas promise,Dallas Promise,normalized_only,normalized_only
koforidua snr high tech sch,Koforidua Snr High Tech Sch,normalized_only,normalized_only
mankessim senior high technical school,Mankessim Senior High Technical School,normalized_only,normalized_only
37 military nursing and midwifery training,37 Military Nursing And Midwifery Training,normalized_only,normalized_only
cit,Cit,normalized_only,normalized_only
st stephen,St Stephen,normalized_only,normalized_only
hollard,Hollard,normalized_only,normalized_only
angelic kids,Angelic Kids,normalized_only,normalized_only
demetra formazione,Demetra Formazione,normalized_only,normalized_only
shs jhs,Shs Jhs,normalized_only,normalized_only
alzahra university,Alzahra University,normalized_only,normalized_only
holy child shs,Holy Child Shs,normalized_only,normalized_only
adugyama shs,Adugyama Shs,normalized_only,normalized_only
funeral home,Funeral Home,normalized_only,normalized_only
teshi nursing sch,Teshi Nursing Sch,normalized_only,normalized_only
nkwatia prsby shs,Nkwatia Prsby Shs,normalized_only,normalized_only
odupong senior high schoo,Odupong Senior High Schoo,normalized_only,normalized_only
istiqaama senior high sch,Istiqaama Senior High Sch,normalized_only,normalized_only
karatina university,Karatina University,normalized_only,normalized_only
mdf,Mdf,normalized_only,normalized_only
esdes lyon,Esdes Lyon,normalized_only,normalized_only
ecellus academy,Ecellus Academy,normalized_only,normalized_only
sos hgic,Sos Hgic,normalized_only,normalized_only
methodist high school,Methodist High School,normalized_only,normalized_only
gugmindae,Gugmindae,normalized_only,normalized_only
staps sante,Staps Sante,normalized_only,normalized_only
berekum mestech,Berekum Mestech,normalized_only,normalized_only
university of connecticut,University Of Connecticut,normalized_only,normalized_only
swedru senior high,Swedru Senior High,normalized_only,normalized_only
strathmore,Strathmore,normalized_only,normalized_only
52888426,52888426,normalized_only,normalized_only
ghana international schoo,Ghana International Schoo,normalized_only,normalized_only
the usc,The Usc,normalized_only,normalized_only
ghana institute of journ,Ghana Institute Of Journ,normalized_only,normalized_only
backbone shs,Backbone Shs,normalized_only,normalized_only
archbishop porter girls school,Archbishop Porter Girls School,normalized_only,normalized_only
kookmin university,Kookmin University,normalized_only,normalized_only
st louis senior high scho,St Louis Senior High Scho,normalized_only,normalized_only
hgl,Hgl,normalized_only,normalized_only
rev alec jones,Rev Alec Jones,normalized_only,normalized_only
yasli bakimi,Yasli Bakimi,normalized_only,normalized_only
university of mines,University Of Mines,normalized_only,normalized_only
nalerigu senior high school,Nalerigu Senior High School,normalized_only,normalized_only
peirce college,Peirce College,normalized_only,normalized_only
okuapeman,Okuapeman,normalized_only,normalized_only
akim swedru senior high school,Akim Swedru Senior High School,normalized_only,normalized_only
osei tutu ii college,Osei Tutu Ii College,normalized_only,normalized_only
teach for ghana,Teach For Ghana,normalized_only,normalized_only
church,Church,normalized_only,normalized_only
anybodycandevelop,Anybodycandevelop,normalized_only,normalized_only
cazenovia,Cazenovia,normalized_only,normalized_only
jhs3,Jhs3,normalized_only,normalized_only
political science,Political Science,normalized_only,normalized_only
kofororidua sec tech sch,Kofororidua Sec Tech Sch,normalized_only,normalized_only
nursing traningl college,Nursing Traningl College,normalized_only,normalized_only
south puget sound community college,South Puget Sound Community College,normalized_only,normalized_only
techiman senior high scho,Techiman Senior High Scho,normalized_only,normalized_only
nmtc asankragwa,Nmtc Asankragwa,normalized_only,normalized_only
michelle,Michelle,normalized_only,normalized_only
k s,K S,normalized_only,normalized_only
sufca,Sufca,normalized_only,normalized_only
howest,Howest,normalized_only,normalized_only
banka community shs,Banka Community Shs,normalized_only,normalized_only
otshs,Otshs,normalized_only,normalized_only
hope marie,Hope Marie,normalized_only,normalized_only
vemc,Vemc,normalized_only,normalized_only
aduman senior high school,Aduman Senior High School,normalized_only,normalized_only
universitas tebuka,Universitas Tebuka,normalized_only,normalized_only
nom,Nom,normalized_only,normalized_only
good shepherd,Good Shepherd,normalized_only,normalized_only
ecampus di novedrate,Ecampus Di Novedrate,normalized_only,normalized_only
apam snr high,Apam Snr High,normalized_only,normalized_only
hindusthan college of engineering and technology,Hindusthan College Of Engineering And Technology,normalized_only,normalized_only
vistech,Vistech,normalized_only,normalized_only
self learn,Self Learn,normalized_only,normalized_only
efrasha school,Efrasha School,normalized_only,normalized_only
purdue global university,Purdue Global University,normalized_only,normalized_only
gjss,Gjss,normalized_only,normalized_only
abuakua state collage,Abuakua State Collage,normalized_only,normalized_only
northwestern college,Northwestern College,normalized_only,normalized_only
chemu s h s,Chemu S H S,normalized_only,normalized_only
techiman shs,Techiman Shs,normalized_only,normalized_only
legoon,Legoon,normalized_only,normalized_only
kisii county,Kisii County,normalized_only,normalized_only
engineering and survey institute rajshahi,Engineering And Survey Institute Rajshahi,normalized_only,normalized_only
woodbridge international,Woodbridge International,normalized_only,normalized_only
njombe institute of health and allied sciences,Njombe Institute Of Health And Allied Sciences,normalized_only,normalized_only
sandema sht school,Sandema Sht School,normalized_only,normalized_only
roman catholic girl junior high school,Roman Catholic Girl Junior High School,normalized_only,normalized_only
st peter s roman catholic,St Peter S Roman Catholic,normalized_only,normalized_only
methodist technical institute,Methodist Technical Institute,normalized_only,normalized_only
abass,Abass,normalized_only,normalized_only
orsay paris saclay,Orsay Paris Saclay,normalized_only,normalized_only
lasutech,Lasutech,normalized_only,normalized_only
holy trinity,Holy Trinity,normalized_only,normalized_only
bajitpur gov digri college,Bajitpur Gov Digri College,normalized_only,normalized_only
etudiant,Etudiant,normalized_only,normalized_only
garden city university collegue,Garden City University Collegue,normalized_only,normalized_only
dunkwa sec tech,Dunkwa Sec Tech,normalized_only,normalized_only
kumasi technical institut,Kumasi Technical Institut,normalized_only,normalized_only
nutrizionista,Nutrizionista,normalized_only,normalized_only
iupui,Iupui,normalized_only,normalized_only
ukip,Ukip,normalized_only,normalized_only
pawar public school domblivli,Pawar Public School Domblivli,normalized_only,normalized_only
derrayyeduconsult,Derrayyeduconsult,normalized_only,normalized_only
ahantaman girls,Ahantaman Girls,normalized_only,normalized_only
ssts,Ssts,normalized_only,normalized_only
mawuko girls,Mawuko Girls,normalized_only,normalized_only
hochschule emden leer,Hochschule Emden Leer,normalized_only,normalized_only
human resource management,Human Resource Management,normalized_only,normalized_only
southwest tn community co,Southwest Tn Community Co,normalized_only,normalized_only
grace international school,Grace International School,normalized_only,normalized_only
agogo state senior high s,Agogo State Senior High S,normalized_only,normalized_only
bonsoe,Bonsoe,normalized_only,normalized_only
kpone community senior hi,Kpone Community Senior Hi,normalized_only,normalized_only
post graduate government college for girls sec 11,Post Graduate Government College For Girls Sec 11,normalized_only,normalized_only
ensp burkina faso,Ensp Burkina Faso,normalized_only,normalized_only
christian,Christian,normalized_only,normalized_only
fiaseman senior high sch,Fiaseman Senior High Sch,normalized_only,normalized_only
koforidua sec tech,Koforidua Sec Tech,normalized_only,normalized_only
pollyjunction,Pollyjunction,normalized_only,normalized_only
duhigh,Duhigh,normalized_only,normalized_only
genova,Genova,normalized_only,normalized_only
rbntc,Rbntc,normalized_only,normalized_only
sekolah tinggi ilmu ekonomi amm mataram,Sekolah Tinggi Ilmu Ekonomi Amm Mataram,normalized_only,normalized_only
fems,Fems,normalized_only,normalized_only
dadieso shs,Dadieso Shs,normalized_only,normalized_only
bsc midwifery,Bsc Midwifery,normalized_only,normalized_only
kirkwood community college,Kirkwood Community College,normalized_only,normalized_only
ica,Ica,normalized_only,normalized_only
mpraeso senior high,Mpraeso Senior High,normalized_only,normalized_only
dansoman,Dansoman,normalized_only,normalized_only
laboure college,Laboure College,normalized_only,normalized_only
st roses snr high,St Roses Snr High,normalized_only,normalized_only
marcel ofori,Marcel Ofori,normalized_only,normalized_only
university of tennessee,University Of Tennessee,normalized_only,normalized_only
accelerex ghana,Accelerex Ghana,normalized_only,normalized_only
kshts,Kshts,normalized_only,normalized_only
osei tutu snr high school,osei tutu senior high,manual_map,fuzzy_confirmed
trinity theological seminary,Trinity Theological Seminary,normalized_only,normalized_only
ipes tournai,Ipes Tournai,normalized_only,normalized_only
shschool,Shschool,normalized_only,normalized_only
efutu senior high technic,Efutu Senior High Technic,normalized_only,normalized_only
s h s 1,S H S 1,normalized_only,normalized_only
west africa secondary school,West Africa Secondary School,normalized_only,normalized_only
uki toraja,Uki Toraja,normalized_only,normalized_only
kuleuven,Kuleuven,normalized_only,normalized_only
evry val de seine,Evry Val De Seine,normalized_only,normalized_only
islamic girls,Islamic Girls,normalized_only,normalized_only
universitas bumi hijrah,Universitas Bumi Hijrah,normalized_only,normalized_only
sussex county community college,Sussex County Community College,normalized_only,normalized_only
university of the sciences,University Of The Sciences,normalized_only,normalized_only
46 pggc,46 Pggc,normalized_only,normalized_only
avatime senior high,Avatime Senior High,normalized_only,normalized_only
jeonghoegweon,Jeonghoegweon,normalized_only,normalized_only
national graduate teachers association,National Graduate Teachers Association,normalized_only,normalized_only
alex ekwueme university,Alex Ekwueme University,normalized_only,normalized_only
1234,1234,normalized_only,normalized_only
saint john s grammar school,Saint John S Grammar School,normalized_only,normalized_only
mag may,Mag May,normalized_only,normalized_only
islamic,Islamic,normalized_only,normalized_only
college of health sekondi,College Of Health Sekondi,normalized_only,normalized_only
archbishop potter girls,Archbishop Potter Girls,normalized_only,normalized_only
universitas,Universitas,normalized_only,normalized_only
bungoma county health dep,Bungoma County Health Dep,normalized_only,normalized_only
ucoms,Ucoms,normalized_only,normalized_only
ghana lebanon islamic sch,Ghana Lebanon Islamic Sch,normalized_only,normalized_only
ingressive for good,Ingressive For Good,normalized_only,normalized_only
seibaco,Seibaco,normalized_only,normalized_only
egass,Egass,normalized_only,normalized_only
debest college,Debest College,normalized_only,normalized_only
amasaman,Amasaman,normalized_only,normalized_only
hindustan arts and science,Hindustan Arts And Science,normalized_only,normalized_only
church of christ shs,Church Of Christ Shs,normalized_only,normalized_only
sda senior high asokore koforidua,Sda Senior High Asokore Koforidua,normalized_only,normalized_only
afb ghana,Afb Ghana,normalized_only,normalized_only
fgckd,Fgckd,normalized_only,normalized_only
nvti biriwa,Nvti Biriwa,normalized_only,normalized_only
potsin t i amass,Potsin T I Amass,normalized_only,normalized_only
nchumsec,Nchumsec,normalized_only,normalized_only
toss,Toss,normalized_only,normalized_only
centrum voor avondonderwijs,Centrum Voor Avondonderwijs,normalized_only,normalized_only
university of pheonid,University Of Pheonid,normalized_only,normalized_only
ppsb,Ppsb,normalized_only,normalized_only
lashibi nungua tema,Lashibi Nungua Tema,normalized_only,normalized_only
ncmtc,Ncmtc,normalized_only,normalized_only
ohio state university,Ohio State University,normalized_only,normalized_only
nkwatia presbyterian shs,Nkwatia Presbyterian Shs,normalized_only,normalized_only
house of perspectives,House Of Perspectives,normalized_only,normalized_only
hoima school of nursing,Hoima School Of Nursing,normalized_only,normalized_only
ndilly99,Ndilly99,normalized_only,normalized_only
ufr lve,Ufr Lve,normalized_only,normalized_only
larteh psts,Larteh Psts,normalized_only,normalized_only
wa senior high school,Wa Senior High School,normalized_only,normalized_only
kasoa presby,Kasoa Presby,normalized_only,normalized_only
st perters,St Perters,normalized_only,normalized_only
mohawk college,Mohawk College,normalized_only,normalized_only
urbaser,Urbaser,normalized_only,normalized_only
california polytechnic university,California Polytechnic University,normalized_only,normalized_only
ofori panyin and,Ofori Panyin And,normalized_only,normalized_only
adobewura community shs,Adobewura Community Shs,normalized_only,normalized_only
navrongo shs,Navrongo Shs,normalized_only,normalized_only
luanar,Luanar,normalized_only,normalized_only
sgs college,Sgs College,normalized_only,normalized_only
nyankumasi ahenkro shs,Nyankumasi Ahenkro Shs,normalized_only,normalized_only
asts,Asts,normalized_only,normalized_only
holly trinity college,Holly Trinity College,normalized_only,normalized_only
dpc,Dpc,normalized_only,normalized_only
universite paris sud orsay,Universite Paris Sud Orsay,normalized_only,normalized_only
seminole county high school,Seminole County High School,normalized_only,normalized_only
ef international language campus english courses in santa barbara 1421 chapala st santa barbara ca 93101 lwlyt lmt d,Ef International Language Campus English Courses In Santa Barbara 1421 Chapala St Santa Barbara Ca 93101 Lwlyt Lmt D,normalized_only,normalized_only
boamponsam shs,Boamponsam Shs,normalized_only,normalized_only
wesley girls high,Wesley Girls High,normalized_only,normalized_only
navrongo,Navrongo,normalized_only,normalized_only
global accelerex ghana limited,global accelerex,manual_map,fuzzy_confirmed
kwegyir aggrey shs,Kwegyir Aggrey Shs,normalized_only,normalized_only
public health,Public Health,normalized_only,normalized_only
joaso shs technical school,Joaso Shs Technical School,normalized_only,normalized_only
pabna polytechnic institute pabna,Pabna Polytechnic Institute Pabna,normalized_only,normalized_only
nyca,Nyca,normalized_only,normalized_only
madina institute of science and technology,Madina Institute Of Science And Technology,normalized_only,normalized_only
calvary redemption,Calvary Redemption,normalized_only,normalized_only
odompo d a basic school,Odompo D A Basic School,normalized_only,normalized_only
winneba senior high schoo,Winneba Senior High Schoo,normalized_only,normalized_only
apm duisburg,Apm Duisburg,normalized_only,normalized_only
ispp,Ispp,normalized_only,normalized_only
ckt utas,Ckt Utas,normalized_only,normalized_only
prince wumbei,Prince Wumbei,normalized_only,normalized_only
government college for girls sector 11 chandigarh,Government College For Girls Sector 11 Chandigarh,normalized_only,normalized_only
eleve,Eleve,normalized_only,normalized_only
australin institute of fitness,Australin Institute Of Fitness,normalized_only,normalized_only
at thomas aquinas shs,At Thomas Aquinas Shs,normalized_only,normalized_only
courage,Courage,normalized_only,normalized_only
field engineer basic,Field Engineer Basic,normalized_only,normalized_only
paris est creteil,Paris Est Creteil,normalized_only,normalized_only
youth bridge foundation,Youth Bridge Foundation,normalized_only,normalized_only
laug,Laug,normalized_only,normalized_only
deyaneseman cath shs,Deyaneseman Cath Shs,normalized_only,normalized_only
old lashibi s h s,Old Lashibi S H S,normalized_only,normalized_only
govt girls of college sector 42,Govt Girls Of College Sector 42,normalized_only,normalized_only
kaneshie senior high technical secondary school,Kaneshie Senior High Technical Secondary School,normalized_only,normalized_only
jcnic,Jcnic,normalized_only,normalized_only
st andrew s jhs,St Andrew S Jhs,normalized_only,normalized_only
cape coast nursing,Cape Coast Nursing,normalized_only,normalized_only
southern crescent technical college,Southern Crescent Technical College,normalized_only,normalized_only
the mico university college,The Mico University College,normalized_only,normalized_only
nkwatia presbyterian senior high school,Nkwatia Presbyterian Senior High School,normalized_only,normalized_only
armed forces senior high technical school,Armed Forces Senior High Technical School,normalized_only,normalized_only
priscy konadu,Priscy Konadu,normalized_only,normalized_only
t i ahmadiyya kumasi,T I Ahmadiyya Kumasi,normalized_only,normalized_only
in,In,normalized_only,normalized_only
ghana telecom university,Ghana Telecom University,normalized_only,normalized_only
osie tutu senior high year,Osie Tutu Senior High Year,normalized_only,normalized_only
assin state college,Assin State College,normalized_only,normalized_only
saviour basic school,Saviour Basic School,normalized_only,normalized_only
sheilds,Sheilds,normalized_only,normalized_only
cucg,Cucg,normalized_only,normalized_only
gods glory academy,Gods Glory Academy,normalized_only,normalized_only
nkoranza senior high school,Nkoranza Senior High School,normalized_only,normalized_only
st theresa s school,St Theresa S School,normalized_only,normalized_only
uew kumasi,Uew Kumasi,normalized_only,normalized_only
boa amposem senior high s,Boa Amposem Senior High S,normalized_only,normalized_only
retail academy africa,Retail Academy Africa,normalized_only,normalized_only
so,So,normalized_only,normalized_only
dg khetan,Dg Khetan,normalized_only,normalized_only
university of delhi,University Of Delhi,normalized_only,normalized_only
jukwa senior high tech sc,Jukwa Senior High Tech Sc,normalized_only,normalized_only
universite d orsay,Universite D Orsay,normalized_only,normalized_only
aquinas,Aquinas,normalized_only,normalized_only
2227saeobgug,2227Saeobgug,normalized_only,normalized_only
kotoka jhs,Kotoka Jhs,normalized_only,normalized_only
nmtc tamale,Nmtc Tamale,normalized_only,normalized_only
piina shs,Piina Shs,normalized_only,normalized_only
aburi sec tech,Aburi Sec Tech,normalized_only,normalized_only
adasec,Adasec,normalized_only,normalized_only
cdicollege,Cdicollege,normalized_only,normalized_only
upec lieusaint staps,Upec Lieusaint Staps,normalized_only,normalized_only
sekolah tinggi pariwisata mataram,Sekolah Tinggi Pariwisata Mataram,normalized_only,normalized_only
scienze biologiche,Scienze Biologiche,normalized_only,normalized_only
upv ehu,Upv Ehu,normalized_only,normalized_only
akwesioppong,Akwesioppong,normalized_only,normalized_only
northern technical college,Northern Technical College,normalized_only,normalized_only
dallas community college district,Dallas Community College District,normalized_only,normalized_only
san francisco xavier de chiquisaca,San Francisco Xavier De Chiquisaca,normalized_only,normalized_only
busunya snr high school,Busunya Snr High School,normalized_only,normalized_only
sefwi wiawso college of nursing,Sefwi Wiawso College Of Nursing,normalized_only,normalized_only
berekum senior high,Berekum Senior High,normalized_only,normalized_only
adukrom presby jhs,Adukrom Presby Jhs,normalized_only,normalized_only
ball hard university,Ball Hard University,normalized_only,normalized_only
wiawso college of educati,Wiawso College Of Educati,normalized_only,normalized_only
kongo senior high school,Kongo Senior High School,normalized_only,normalized_only
adjoafua senior high scho,Adjoafua Senior High Scho,normalized_only,normalized_only
oregon institute of technology,Oregon Institute Of Technology,normalized_only,normalized_only
licosess,Licosess,normalized_only,normalized_only
bawku technical institute,Bawku Technical Institute,normalized_only,normalized_only
ot,Ot,normalized_only,normalized_only
st martha s,St Martha S,normalized_only,normalized_only
morrisville,Morrisville,normalized_only,normalized_only
imo state university,Imo State University,normalized_only,normalized_only
manya krobo senior high s,Manya Krobo Senior High S,normalized_only,normalized_only
ossa,Ossa,normalized_only,normalized_only
la catholique de lyon,La Catholique De Lyon,normalized_only,normalized_only
anglican shs kumasi,Anglican Shs Kumasi,normalized_only,normalized_only
thepros multi vision enterprise,Thepros Multi Vision Enterprise,normalized_only,normalized_only
apex syndicate,Apex Syndicate,normalized_only,normalized_only
hangsheng,Hangsheng,normalized_only,normalized_only
tamale secondary school,Tamale Secondary School,normalized_only,normalized_only
ave maria,Ave Maria,normalized_only,normalized_only
takoradi technical instut,Takoradi Technical Instut,normalized_only,normalized_only
universite catholique de lyon,Universite Catholique De Lyon,normalized_only,normalized_only
ghana institute of languages 37 nursing school,Ghana Institute Of Languages 37 Nursing School,normalized_only,normalized_only
ca des savoie,Ca Des Savoie,normalized_only,normalized_only
kaneshie shts,Kaneshie Shts,normalized_only,normalized_only
mariemont,Mariemont,normalized_only,normalized_only
st adelaide schools,St Adelaide Schools,normalized_only,normalized_only
apmw chapelle,Apmw Chapelle,normalized_only,normalized_only
university of port harcourt,University Of Port Harcourt,normalized_only,normalized_only
nanaa,Nanaa,normalized_only,normalized_only
st jerome shs,St Jerome Shs,normalized_only,normalized_only
rich power institution,Rich Power Institution,normalized_only,normalized_only
42 college,42 College,normalized_only,normalized_only
baidoo bonsoe senior high school,Baidoo Bonsoe Senior High School,normalized_only,normalized_only
ola senior high,Ola Senior High,normalized_only,normalized_only
pc kinyanjui technical training institute,Pc Kinyanjui Technical Training Institute,normalized_only,normalized_only
chameli devi group of institutions,Chameli Devi Group Of Institutions,normalized_only,normalized_only
eshre,Eshre,normalized_only,normalized_only
universite creteil,Universite Creteil,normalized_only,normalized_only
mim model basic school,Mim Model Basic School,normalized_only,normalized_only
data link university,Data Link University,normalized_only,normalized_only
pec,Pec,normalized_only,normalized_only
icsc,Icsc,normalized_only,normalized_only
niger delta university,Niger Delta University,normalized_only,normalized_only
lake highlands high school,Lake Highlands High School,normalized_only,normalized_only
cefa colfontaine,Cefa Colfontaine,normalized_only,normalized_only
baworo icces,Baworo Icces,normalized_only,normalized_only
center college shs,Center College Shs,normalized_only,normalized_only
acellas acadamy,Acellas Acadamy,normalized_only,normalized_only
vakpo senior high school,Vakpo Senior High School,normalized_only,normalized_only
jesse academy,Jesse Academy,normalized_only,normalized_only
post graduate government college sector 11 d chandigarh,Post Graduate Government College Sector 11 D Chandigarh,normalized_only,normalized_only
tuskawla middle,Tuskawla Middle,normalized_only,normalized_only
os finida,Os Finida,normalized_only,normalized_only
20060109,20060109,normalized_only,normalized_only
kumasi senior high,Kumasi Senior High,normalized_only,normalized_only
aggrey memorial school,Aggrey Memorial School,normalized_only,normalized_only
ministry of irrigation nd water resources,Ministry Of Irrigation Nd Water Resources,normalized_only,normalized_only
u,U,normalized_only,normalized_only
ghana secondary technical school,Ghana Secondary Technical School,normalized_only,normalized_only
ideal college mamprobi,Ideal College Mamprobi,normalized_only,normalized_only
edinaman senior high,Edinaman Senior High,normalized_only,normalized_only
jmj,Jmj,normalized_only,normalized_only
government institution,Government Institution,normalized_only,normalized_only
nursing and midwifery training college pan tang,Nursing And Midwifery Training College Pan Tang,normalized_only,normalized_only
st thomas international s,St Thomas International S,normalized_only,normalized_only
letshego savings and loan,letshego savings and loans,manual_map,fuzzy_confirmed
kul,Kul,normalized_only,normalized_only
mind,Mind,normalized_only,normalized_only
adankwaman senior high sc,Adankwaman Senior High Sc,normalized_only,normalized_only
okomfo anokye senior high,Okomfo Anokye Senior High,normalized_only,normalized_only
nangrahar,Nangrahar,normalized_only,normalized_only
melvin,Melvin,normalized_only,normalized_only
pml hospital,Pml Hospital,normalized_only,normalized_only
ufr science d orsay,Ufr Science D Orsay,normalized_only,normalized_only
hope christian academy,Hope Christian Academy,normalized_only,normalized_only
nagyeong,Nagyeong,normalized_only,normalized_only
augustines,Augustines,normalized_only,normalized_only
st joseph s technical institute,St Joseph S Technical Institute,normalized_only,normalized_only
lingyasa,Lingyasa,normalized_only,normalized_only
anlo awomefia senior high school,Anlo Awomefia Senior High School,normalized_only,normalized_only
gugeogugmun,Gugeogugmun,normalized_only,normalized_only
kaneshie awudome 3 jhs,Kaneshie Awudome 3 Jhs,normalized_only,normalized_only
st mary s senior high,St Mary S Senior High,normalized_only,normalized_only
s d a senior high,S D A Senior High,normalized_only,normalized_only
gcuc,Gcuc,normalized_only,normalized_only
besss,Besss,normalized_only,normalized_only
iut sceaux,Iut Sceaux,normalized_only,normalized_only
keta senior high,Keta Senior High,normalized_only,normalized_only
agona fankobaa s h s,Agona Fankobaa S H S,normalized_only,normalized_only
aspee nutan academy,Aspee Nutan Academy,normalized_only,normalized_only
nunsec,Nunsec,normalized_only,normalized_only
senior high school first year,Senior High School First Year,normalized_only,normalized_only
wamanafo senior high school,Wamanafo Senior High School,normalized_only,normalized_only
st francis,St Francis,normalized_only,normalized_only
nyastec,Nyastec,normalized_only,normalized_only
cdss ojo,Cdss Ojo,normalized_only,normalized_only
sms,Sms,normalized_only,normalized_only
rheinische friedrich wilhelms universitat,Rheinische Friedrich Wilhelms Universitat,normalized_only,normalized_only
tweneboah koduah shs,Tweneboah Koduah Shs,normalized_only,normalized_only
ekon m a j h s,Ekon M A J H S,normalized_only,normalized_only
h p c,H P C,normalized_only,normalized_only
shs senior high school,Shs Senior High School,normalized_only,normalized_only
hossini,Hossini,normalized_only,normalized_only
staffordshire university,Staffordshire University,normalized_only,normalized_only
bibiani senior high technical school,Bibiani Senior High Technical School,normalized_only,normalized_only
carroll community college,Carroll Community College,normalized_only,normalized_only
preset,Preset,normalized_only,normalized_only
mount zion college of engineering and technology,Mount Zion College Of Engineering And Technology,normalized_only,normalized_only
athenee provinciale la louviere,Athenee Provinciale La Louviere,normalized_only,normalized_only
lackawanna college,Lackawanna College,normalized_only,normalized_only
nadom secondary school,Nadom Secondary School,normalized_only,normalized_only
ranken,Ranken,normalized_only,normalized_only
aka zan,Aka Zan,normalized_only,normalized_only
twipasd,Twipasd,normalized_only,normalized_only
vivo energy,Vivo Energy,normalized_only,normalized_only
federal university dutsinma,Federal University Dutsinma,normalized_only,normalized_only
ministry of education,Ministry Of Education,normalized_only,normalized_only
5927000527,5927000527,normalized_only,normalized_only
bouake,Bouake,normalized_only,normalized_only
prempeh cllege,Prempeh Cllege,normalized_only,normalized_only
dormaa,Dormaa,normalized_only,normalized_only
institut kemahiran belia negara dan sukan kinarut,Institut Kemahiran Belia Negara Dan Sukan Kinarut,normalized_only,normalized_only
ho nurses training colleg,Ho Nurses Training Colleg,normalized_only,normalized_only
khunghee,Khunghee,normalized_only,normalized_only
sambel academy,Sambel Academy,normalized_only,normalized_only
aide enseignant,Aide Enseignant,normalized_only,normalized_only
jade hochschule wilhelmshaven,Jade Hochschule Wilhelmshaven,normalized_only,normalized_only
k k t,K K T,normalized_only,normalized_only
the living spring school,The Living Spring School,normalized_only,normalized_only
nifa,Nifa,normalized_only,normalized_only
tema methodist day senior high,Tema Methodist Day Senior High,normalized_only,normalized_only
rockies international school,Rockies International School,normalized_only,normalized_only
centrum voor afstandsonderwijs,Centrum Voor Afstandsonderwijs,normalized_only,normalized_only
oti boateng senior high,Oti Boateng Senior High,normalized_only,normalized_only
cog hospital,Cog Hospital,normalized_only,normalized_only
harrisburg area community college lancaster,Harrisburg Area Community College Lancaster,normalized_only,normalized_only
acherensua shs,Acherensua Shs,normalized_only,normalized_only
koforidua senior high tech school,Koforidua Senior High Tech School,normalized_only,normalized_only
sd,Sd,normalized_only,normalized_only
graduation,Graduation,normalized_only,normalized_only
passed public school,Passed Public School,normalized_only,normalized_only
idea2market,Idea2Market,normalized_only,normalized_only
thanks,Thanks,normalized_only,normalized_only
acelluce academy,Acelluce Academy,normalized_only,normalized_only
queensland,Queensland,normalized_only,normalized_only
advent reform,Advent Reform,normalized_only,normalized_only
obuasi senior high tech,Obuasi Senior High Tech,normalized_only,normalized_only
kyung kee university,Kyung Kee University,normalized_only,normalized_only
bompeh senior high school,Bompeh Senior High School,normalized_only,normalized_only
pope john s senior high,Pope John S Senior High,normalized_only,normalized_only
osei kyeretwie shs,Osei Kyeretwie Shs,normalized_only,normalized_only
tridenttech,Tridenttech,normalized_only,normalized_only
wiuc,Wiuc,normalized_only,normalized_only
ufr de science paris saclay,Ufr De Science Paris Saclay,normalized_only,normalized_only
r ark academy,R Ark Academy,normalized_only,normalized_only
ubmontaigne,Ubmontaigne,normalized_only,normalized_only
otumfuo osei tutu ii coll,Otumfuo Osei Tutu Ii Coll,normalized_only,normalized_only
journalism,Journalism,normalized_only,normalized_only
bonaire,Bonaire,normalized_only,normalized_only
rokhan university,Rokhan University,normalized_only,normalized_only
aquinas shs,Aquinas Shs,normalized_only,normalized_only
hopes and dreams,Hopes And Dreams,normalized_only,normalized_only
k s h t s kumasi,K S H T S Kumasi,normalized_only,normalized_only
olympic college,Olympic College,normalized_only,normalized_only
antech,Antech,normalized_only,normalized_only
sinor high school,Sinor High School,normalized_only,normalized_only
accra wesley girl s,Accra Wesley Girl S,normalized_only,normalized_only
credit agricole,Credit Agricole,normalized_only,normalized_only
sent stephen school habra,Sent Stephen School Habra,normalized_only,normalized_only
hospitalitygyeongyeonghagbu,Hospitalitygyeongyeonghagbu,normalized_only,normalized_only
